date,comment,bookname,rate,bookID,like
1397/10/01,کتاب بدی نیست. تحلیل های خوبی کرده و روایات خوبی آورده. اما عیبش اینه که اگه یه غیر مسلمان یا غیر شیعه بخواد اون رو بخونه متوجه میشه که نگاه کتاب نگاه جانب دارانه است و به جای بحث های منطقی و عقلانی تفسیر های خود نویسنده ملاک هستند. و نویسنده بیشتر برداشت های خودش از واقعه کربلا و امام حسین رو نوشته. باز نظرات نویسنده رو دوست داشتم و میدونم درست بود. اما واقعا کتاب از نظر بحث منطقی و عقلانی چیزی نداره و نمیشه به یه غیرمسلمان یا کسی که امام حسین رو قبول نداره این کتاب رو داد و گفت این رو بخون. بهرحال از نظر روایاتی که در کتاب اومده غنی بود.,راز شادی امام حسین(ع) در قتلگاه,3,276,3
1397/06/12,"کتاب با بررسی وقایع کربلا و تطبیق آنها با زندگی امروز به ما هشدار می‌دهد تا به سمت همان فرهنگی که فرزند رسول خدا را به شهادت رساند حرکت نکنیم و این کار را با دلایل منطقی و بسیار هوشمندانه انجام داده است.
پیشنهاد میکنم این کتاب رو حتماً بخونید چون جواب بسیاری از سوالاتتون رو خواهید گرفت.",راز شادی امام حسین(ع) در قتلگاه,5,276,5
1397/06/11,این کتاب خیلی دقیق و خلاصه و روان مسائل دوران قبل را میگوید و با این دوران حال حاظر مقایسه میکند . و واقعا نکات دقیق و هوشمندانه ای گفته میشود,راز شادی امام حسین(ع) در قتلگاه,5,276,5
1397/04/22,"در کل خوب بود،حجمش کم بود و مختصر توضیح داده بود موارد مختلفی رو که اگه خواننده علاقه داشته باشه بعدا بتونه بره در منابع مختلف در موردش اطلاعات کسب کنه،این بنظرم نکته مثبتی بود...
-اگر کسی کتابهای معتبری در مورد عاشورا میشناسه ممنون میشم معرفی کنه",راز شادی امام حسین(ع) در قتلگاه,5,276,9
1397/03/21,عالی,راز شادی امام حسین(ع) در قتلگاه,5,276,4
1396/06/28,آقای طاهر زاده حرف ندارن. نزدیک به چهل کتاب از کتاباشونو خوندم. خدا اجرتون بده.,راز شادی امام حسین(ع) در قتلگاه,5,276,7
1396/01/25,عالیه,راز شادی امام حسین(ع) در قتلگاه,5,276,2
1395/09/18,خواندن این کتاب به بصیرت شما می افزاید!,راز شادی امام حسین(ع) در قتلگاه,5,276,4
1395/07/23,دروووود کتاب خوبیه نه عاااااالیه.توصیه میکنم بخونید من باخوندنش حس خاصی پیداکردم ...انشالله همه پیرو راه حق باشن ...,راز شادی امام حسین(ع) در قتلگاه,5,276,3
1395/07/01,خیلی عالیه,راز شادی امام حسین(ع) در قتلگاه,5,276,3
1395/04/08,این کتاب استدلال هاش منطقی ، نثرش روان و ساده و حجم اطلاعاتش متناسب با حجم کتابه,راز شادی امام حسین(ع) در قتلگاه,5,276,4
1394/04/28,عالی.بسیار ممنونیم از استاد...ان شاالله خدا خیر وافر عنایت فرماید.,راز شادی امام حسین(ع) در قتلگاه,5,276,2
1394/04/16,این کتاب جای نقد و بررسی بسیاری دارد!,راز شادی امام حسین(ع) در قتلگاه,3,276,1
1393/12/28,خیلی ممنون، واقعاً عالی بود,راز شادی امام حسین(ع) در قتلگاه,5,276,2
1393/11/30,عالیه,راز شادی امام حسین(ع) در قتلگاه,5,276,3
1393/09/07,جوانان رابیشتر باروباه پیر وشیطان بزرگ آشناکنید,شبکه فریب: نگاهی به نقش انگلستان در دنیا,1,277,3
1395/08/25,خوب بود,ماساژدرمانی پا ( روش طبیعی درمان بیماری ها),5,278,1
1395/08/17,"شگفت انگیزه...
این مدل کتاب ها که از خرق دنیای پزشکی مدرن حرف میزنه رو خیلی دوست دارم",ماساژدرمانی پا ( روش طبیعی درمان بیماری ها),5,278,0
1395/08/14,توضیحاتش جالبه مطالب مفیدی هم داره ولی  اگه بجای عکسهای نقاشی شده از عکسهای طبیعی و واضح تری استفاده  میشد خیلی بهتر شایدم بگم فوق العاده میشد,ماساژدرمانی پا ( روش طبیعی درمان بیماری ها),3,278,0
1395/06/06,هر نقطه از کف پا با جای دیگری از بدن مربوط میشه و اگر آن نقاط را بشناسیم و ماساژ دهیم می توانیم درد نقطه متصل را هم تسکین بدهیم.,ماساژدرمانی پا ( روش طبیعی درمان بیماری ها),5,278,3
1395/06/06,خوب بود ممنون,ماساژدرمانی پا ( روش طبیعی درمان بیماری ها),5,278,0
1395/04/18,خوبه,ماساژدرمانی پا ( روش طبیعی درمان بیماری ها),5,278,0
1394/11/17,یک نفر خودش هم میتونه روی پای خودش این ماساژ ها رو انجام بده یا کسی باید برامون انجام بده؟,ماساژدرمانی پا ( روش طبیعی درمان بیماری ها),4,278,1
1394/08/29,خوب بود,ماساژدرمانی پا ( روش طبیعی درمان بیماری ها),5,278,0
1393/10/10,عالیه به خیلی چیزا دست پیدا کردم,ماساژدرمانی پا ( روش طبیعی درمان بیماری ها),5,278,0
1398/09/09,راهکار های خوبی داده ولی خیلی بیش از حد توضیح داده و ی مطلبو چندین بار گفته,لذت مطالعه: چگونه کودک خود را کتابخوان کنیم,3,280,0
1396/05/04,🤗,لذت مطالعه: چگونه کودک خود را کتابخوان کنیم,4,280,0
1395/07/06,عالی,لذت مطالعه: چگونه کودک خود را کتابخوان کنیم,5,280,0
1395/01/05,بسیار عالی بود. فقط کاش این کتاب رو به ایپاب تبدیل می‌کردید که خواندنش راحت‌تر باشد.,قصه‌های امثال و حکم دهخدا (۱),5,282,0
1395/08/18,"کربلا همچنان جاریست... 
آری فقط مردانگی می خواهد...
غیرت و آزادگی می خواهد...
گذشتن از تن می خواهد...   
تا خاک مال کنی اژدهای نفست را
وپشت سر بگذاری جهاداکبرت را
سپس با تمام وجودت لبیک گویی
ندای هل من ناصرینصرنی را
آن زمان است که می توانی با گام های آهسته    
به خیمه ی سبز آقا وارد شوی و
باافتخار پشت سرشان بایستی و
بگویی
منم شیعه ی امیرالمومنین
ودر صف کربلایی ها مسرور باشی از این فیض بزرگ...
که کربلا همچنان جاریست...",کربلا مبارزه با پوچی ها,5,285,2
1395/02/21,کاشکی کتابای استاد طاهرزاده رو هم نسخه epubش رو  بذارید,کربلا مبارزه با پوچی ها,2,285,3
1394/03/05,عالی,کربلا مبارزه با پوچی ها,5,285,1
1395/10/27,من برا ماما نم دانلود کردم خیلی برای مامان و آبجی توراهیم خوب بود,بارداری هفته‌ به هفته,5,286,0
1398/09/15,ارزش خوندن داره. ولی جالبه گرچه جلال از دخالت ها و فضولی های بی مورد مردم در خصوصی تزین بخش زندگیش در کتاب شکایت می کنه ولی با نوشتن این کتاب در واقع همکان رو به دونستن خصوصی ترین بخش زندگیش دعوت می کنه.,سنگی بر گوری,3,287,0
1398/09/08,نمیدونم شاید واقعا شیفته شدم ولی با خوندن آثار آل احمد اصلا زمان و مکان از دستم در میره و یهو به خودم میام و می‌بینم رسیدم به اخر داستان یا حجم زیادی از کتاب رو خوندم بی اینکه خسته بشم!این اثر رو هم همونطور که انتظار میره دوست داشتم,سنگی بر گوری,5,287,5
1398/09/05,اگه سانسور نمیشد عالی بود😕,سنگی بر گوری,4,287,1
1398/09/05,زیبا بود,سنگی بر گوری,3,287,0
1398/09/04,واقعا عالی بود و به نظرم کسایی که تو خانوادشون زوجی که بچه دار نمیشن دارن ،باید بخونن تا یکم سطح فرهنگمون بره بالا...,سنگی بر گوری,4,287,3
1398/09/04,من سه فصل بیشتر نتونستم ادامه بدم این کتاب جلال فرق داره و مناسب همه نیست با اینکه صریح حرف میزنه و تمام جزئیات و درد هارو هم به تصویر میکشه ولی هرکسی نمیتونه از خوندن این کتاب لذت ببره و به به و چه چه کنه,سنگی بر گوری,3,287,5
1398/08/30,باید خوند...بچه‌ها هیچکس نمیدونه نت کی وصل میشه؟!😔,سنگی بر گوری,5,287,0
1398/07/12,برای من مرکز دایره، اون چند صفحه ی کًُشتی جلال با مرد شرقی بود که اگر نبود حداقل به نظرم جلال بازی را پیش از شروع و از رسم و آوازه ش باخته بود! و یادم باشد که روایت در زمانی است که نه بحث تساوی حقوق به اندازه ی الان مطرح بود و نه جمع و نه تفریق. آقای جلال شاید میداند در تشک کشتی با گذشته شانسی برای برد ندارد، ولی خوب است که حداقل کشتی ش را میگیرد! خیلی چیزی نمیدانم از آقای جلال و کارهای دیگرش ولی صرفا سعی کردم خلاصه ی ذهن و درکم رو از این کار بگم.,سنگی بر گوری,5,287,3
1398/07/11,تصاویر سازی های کتاب اصلا جالب نبود. هیچ لزومی نداشت بعضی مسائل که به شدت شخصی هستن به طور دقیق به تصویر کشیده بشن,سنگی بر گوری,2,287,4
1398/05/21,"جسورانه، صادقانه، با نثر شیرین و محتوایی تلخ. درباره ی جدال نیمه ی سنتی و نیمه ی مدرن یک مرد ایرانی که در بستری سنتی متولد شده و رشد یافته ولی افکارش و باور هاش دربند این سنتها نیست و میتونه دور از همه ی آدمهایی که به هر قیمتی بچه میخوان، با خودش فکر کنه که: 《 بچه داشتن؛ به چه قیمتی؟! 》
بعضی جاها برام غیر قابل فهمه؛ که یا به خاطر سانسوره یا ویراستاری یا تایپ، یا پرشهای زیاد نویسنده باعثش شده. اول خیلی تر و تمیز و داستانی پیش میره ولی از نیمه به بعد دیگه اون لطافت و زیبایی یه اثر داستانی رو کمتر میبینیم. پ.ن: چقدر آدمهای صادق، روراست، بی شیله پیله و خودمانی مثل جلال کم داریم... خوندن مردی که زیاد می فهمید ولی اهل ادا و اطوار و خود قدیس نمایی نبود، خیلی میچسبه.",سنگی بر گوری,3,287,3
1398/04/19,"زیبا بود
واقعا بچه آوردن گلی به سر دنیا زدن نیست
ولی نبودنش هم سخته",سنگی بر گوری,5,287,3
1398/03/17,کتاب قشنگی بود با نهایت صداقت نوشته کتابو واقعا بچه برا زندگی لازمه ولی خب ی جاهایی من فک میکردم ی آدم کوچه بازاری این نوشته ن ی نویسنده در کل بد نبود,سنگی بر گوری,4,287,1
1398/02/10,جالبه فک کنم سریال خداحافظ بچه رو از این کتاب الهام گرفتن,سنگی بر گوری,5,287,0
1398/01/22,"صداقتی که در این اثر هست ستودنیه...
شاید فکر نمیکرده که اصلا منتشر بشه",سنگی بر گوری,5,287,1
1398/01/14,عالی... 👌🏻👌🏻👌🏻,سنگی بر گوری,4,287,2
1397/12/16,کتابیه که واقعا دوسش دارم، بنظرم خیلی شجاعانست,سنگی بر گوری,5,287,1
1397/12/16,بلند بلند فکر کردن و بی پروا بیان کردن، فکرهایی که شاید توی سر همه آدم ها باشه، ولی بیانش جرات میخواد(یا شاید حماقت),سنگی بر گوری,4,287,4
1397/11/27,"داستان ناباروری جلال و دردسرهای پیرامون آن و تاثیر روانی آن در زندگی‌اش.
بعضی جملاتش تلنگر خوبی بود برای کمک به ارتقای سطح فرهنگی مردممون. مثلا سرک نکشیدن تو زندگی هم دیگه و قضاوت نکردن مردم.
همچنین جلال در کتابش به وقایع سال 1342 هم اشاره کرده.",سنگی بر گوری,3,287,3
1397/10/25,"جلال ال احمد باور داردنویسنده ای که نتواند نقاب از چهره بردارد نخواهد توانست اثری ماندگار خلق کند. بخاطر همین با جسارتی بی نظیر به بازگویی زندگی شخصی خود می پردازد، داستان ناباروری اش و تلاشهایی که برای داشتن ""سنگی بر گورش"" میکند. این خود در گیری رفته رفته شکل اجتماعی به خود گرفته و بارتاب دید فرهنکی حاکم بر جامعه و بخصوص مسئله ی نداشتن فرزند در این رمان کوتاه به خوبی به تصویر کشیده میشود.اما جاذبه ای که در کتاب خواننده را به دنبال خود میکشد نوعی جهان بینی جلال است که او را از ""نداشتن"" به ""داشتن"" سوق میدهد.اینکه حقیقتا داشتن فرزند به چه معناست....
بقول دوستی در طاق چه: لذیذ بود.... امتحانش کنید",سنگی بر گوری,5,287,6
1397/09/03,"جلال کلمات سنگین سنگ گونه اش رو بر خاک رها شده ابدیت، که در هوای ذهن هایمان، مواج پخش میشود، کوفت. تا همیشه نقصان این حیات را روی کاغذ ثبت کنیم که چرخ، ما رو هم خواهد چرخاند. لحظه ای خنده و سایه ای خیره، غممان همگی خواهد رفت و نخواهد ماند.
خواهد رفت خاک. خواهد ماند هیچ. این نه هزلی است و نه شکایتی. دردی است که همیشه هست و هیچ وقت نیست. درود بر جلال ادبیاتمان. زنده هستی ای مرد بر گور اندیشمان تو ای سنگ جلا یافته ی روزگار دردمند بی درد.",سنگی بر گوری,5,287,4
1397/08/20,"اولین نوشته ای که از جلال خوندم.
یه مقدار سخت بود خوندنش برام. ولی جذبم کرد که کتاب های دیگه ای رو هم بخونم از جلال. تنها چیزی که بنظرم میتونم بگم اینه که شروعش تا تقریبا فصل 4 کتاب جذاب تر هست ولی دو فصل اخر بنظرم یک مقدار از جذابیت کم میشه.",سنگی بر گوری,3,287,1
1397/08/08,ساده ،بی‌آلایش، زیبا,سنگی بر گوری,5,287,3
1397/07/12,فصل آخر کتاب ؛ گفتگوی جلال با پدرش خیلی خوب بود,سنگی بر گوری,5,287,2
1397/05/24,لطفا یکی به من بگه این کتاب ارزش خواندن دارد یاخیر,سنگی بر گوری,1,287,2
1397/04/14,آدمی غوطه ور در چرخه ایست به نام زندگی و فرزندثمره این چرخه است، چه بسیارند زندگی های خالی از فرزند، مثل حفره های تاریک در شجره نامه بشریت.,سنگی بر گوری,5,287,10
1397/02/18,"من آثار جلال آل احمد رو دوست میدارم اما معتقدم بیش از حد معمول سیاهنمایی میکنه در هر موضوعی که مینویسه.
آل احمد نویسنده همیشه معترض و شایعه پراکنی بوده اما قلم ساده و روانش مخاطب رو جلب میکنه.",سنگی بر گوری,5,287,1
1397/02/16,نثر بسیار جالب، جملات کوتاه،توصیفاتی مختصر از وقایع و بیان مفصل تفکر ات یک انسان، در مورد بچه دارشدن و نشدن. رمان نیست، بیشتر توضیحی از کشمکشهای درونی جلاله با بیان طنز تلخ و انتقاد ازاجتماع. نتیجه گیری نمیکنه، فقط بیان میکنه تفکراتشو. قشنگه :),سنگی بر گوری,5,287,1
1397/02/03,دومین کتابی بود که از جلال آل احمد خوندم. مدل نوشتنش رو دوست دارم. اما تصور دیگه ای از موضوع کتاب داشتم با توجه به توضیحات. اما در نهایت خوب نوشته بود.,سنگی بر گوری,3,287,0
1397/02/02,متن توفنده آل احمد!!!,سنگی بر گوری,3,287,0
1397/01/27,"کتاب جالبیست .
حکایت یک مرد که خودش رو آخرین نفر از نسلش می دونه و در حال مشاهده انقراض خودشه و حالا داره با خودش خود گویه می کنه !!!
ارزش یک بار خواندن رو داره!",سنگی بر گوری,4,287,3
1396/11/22,خیلی کتاب خوبیه با اینکه خوندنش کمی سخته یعنی از نظر نوشتاری فهمیدنش سخته من دوبار خوندمش تا کامل متوجه شدم ولی ارزششو داشت,سنگی بر گوری,5,287,2
1396/11/18,"""هر آدمی سنگی است بر گور پدر خویش""
کتاب متفاوتی بود از جلال آل احمد
بیان افکار شخصی و اوضاع اجتماعی ایران در آن زمان و البته قسمتی از زندگی شخصی و روایت جسورانه ای از بچه دار نشدنش که «بچه نداشتن» در این کتاب همه‌چیز جلال آل احمد شده است.",سنگی بر گوری,3,287,5
1396/09/21,".
خب البته این بهترین کار جلال آل احمد نیست، اما اگرچه عده ای میگویند اتوبیوگرافی است، و در فهرستنویسی هم نوشته خود سرگذشت نامه یا یک همچین اسم زشت و بی ریختی، چرا خودمان را از نعمت خیالپردازی راجع به کسی که الآن دیگر چیزی ازش باقی نمانده جز سنگی بر گوری محروم کنیم؟
فضل اول با حالتی داستانی شروع میشود، این فقط یک روایت صرف از زندگیِ خود آل احمد نیست، انگار که برایش برنامه داشته آن را به یک کار داستانی تبدیل کند، چون اصلا قضیه با اصول و چارچوبی هم شروع میشود که مختص نوشتن داستان است، کنش خیزان نداریم، در عوض روایت سریع وارد اتفاق میشود و به مسئله ی راوی بر میخوریم که طوری بیان شده انگار بخواد سیلی بزند تو صورت مخاطب و پاگیرش کند پای داستان و تعلیق و الخ... ""ما بچه نداریم. من و سیمین. بسیار خوب. این یک واقعیت. اما آیا کار به همین جا ختم میشود؟ اصلا همین است که آدم را کلافه میکند. یک وقت چیزی هست. بسیار خوب هست. اما بحث بر سر آن چیزی است که باید باشد."" کاملا داستانی... بدون پر گویی، با بیان یک سری افکار که نشان دهد این شخصیت تا چه اندازه درگیر بچه نداشتنش است. این چقدر برایش دغدغه است. آن وقت سوال پیش می آید که، آل احمد مگر در خدمت و خیانت روشنفکران را ننوشته بود؟ پس واقعاً شخصیتی که در کتاب به عنوان جلال پرداخت میشود، افکار درونی آل احمد است؟ دو حال دارد، یک اینکه خیر، آل احمد شخصیت خودش را با تخیل همراه کرده و کمی تغییر داده، دو اینکه بله، آل احمد تظاهر را کنار گداشته و خود واقعی اش را نشان داده.
حالا برویم سراغ فصل های بعد، داستان همچنان خوب پیش میرود، یعنی حداقل یک لحن داستانی و چارچوب دار داریم، تا برسیم به فصل چهارم و زِک!
یک دفعه آل احمد پایش را گذاشته روی گاز، توصیف و تحلیل ها جای خودشان را میدهند به گزارش وقایع، و با سرعت و با سرعت و با سرعت. جملات کشیده و دم دستی، دیگر از آن دقت فصل اول خبری نیست، از آن جمله های دو سه کلمه ای، بازی بازی های کلامی، کنایه ها. انگار آل احمد فقط خواسته بنویسد و برسد به حوالی 100 صفحه و درش را ببندد بیندازدش کنار.
اتفاقا خودش هم میگوید در ابتدای فصل چهارم :
""اینجوری بود که دیگر اقم نشست..."" حالا داستان خودش را میگوید یا داستان خودش را نمیدانم، شاید هم هر دو را. اما حالا برگردیم به بالا و حدس و گمان، میشود گفت آل احمد اول خواسته شخصیتی برساخته از شخصیت خودش بزاید؟ بعد دیده ای بابا داستان پیش نمیرود، نا امید شده، ""اقش گرفته"" فقط خواسته داستان را آخر برساند و بعد گفته، ما که تا اینجا آمد ایم، اسم زنک را که فرضا گذاشته بوده ثریا میگذارد همان سیمین خودش، اسم راوی هم که عباسی چیزی بوده میکند جلال، الباقی هم که اصولا برگرفته بوده از زندگی خودش، چیز زیادی برای تغییر نمیخواسته. بعد هم گفته خب حالا این را میدهیم بیرون به عنوان زندگی نامه ی خودمان،کار جدید و آوانگارد هم هست! همه این ها حدس همه این ها تخیل، اما هر طور حساب کنیم نمیشود آن قوام 50 صفحه اول را با آن ملال 50 صفحه دوم مقایسه کرد... پس یک اتفاقی افتاذه حداقل در ذهن نویسنده که لگد زده به دست مایه اش، طردش کرده و سنگ گور را گذاشته برش... چه اتفاقی؟ باید سنگ شوم بر گورم تت بتوانم ازش بپرسم و بفهمم و بگویمتان...",سنگی بر گوری,2,287,5
1396/08/28,"کتاب رو خوندم
لذت بخشه طعم تیکه های طنز بزرگسالانه از زبان جلال آل احمد شنیدن
البته دوستان شاید عرق شرم بر جبینشون بنشینه
اما متاهل و بچه دار که باشی گویی داری درد دلی ساده میشنوی
در انتها اون چیزی که بود نیست
یعنی تقریبا از فصل چهار یا پنج به بعد داستان دیگه جذابیتی برات نداره",سنگی بر گوری,5,287,3
1396/06/17,خیلی دوستش داشتم جلال ال احمدنویسنده قهاری بوده👌,سنگی بر گوری,4,287,3
1396/06/04,این همه شنیدم جلال آل احمد اِله و بِله این بود!!!!!من که اصلا خوشم نیومد کاملم نخوندمش همون اول حال آدمو بهم میزنه .,سنگی بر گوری,1,287,2
1396/04/03,"جلال آل احمد نویسنده بسیار توانمندی است.
من کتاب مدیر مدرسه اش را با اشتیاق تمام خواندم.
بسیار زیبا بود
منتها این کتاب از نظر من مفید نیست و بلکه مضره.
گرچه نکته خیلی خوبی هم داخلش دیدم
مگر این که استفاده ی خاصی داشته باشه که من خبر ندارم",سنگی بر گوری,0,287,1
1396/04/02,بهترین اسمی که میشد برای این کتاب گذاشت همین بود ! واقعا سنگی بر گوری,سنگی بر گوری,5,287,2
1396/03/12,"متن این کتاب پر بود از عقده های شخصی و بد و‌بی راه و سیاهی. و حتی فحاشی
من اصلا خوشم نیومد
کتاب سیاهی بود
من چیزی می خواهم که بهم کمک کنه این دنیای زیبا رو بهتر ببینم نه این که به خاطر کمبود های شخصی جهان رو سیاه نشونم بده!",سنگی بر گوری,0,287,1
1396/01/29,"خوب بود.نثر آل احمد مخصوص به خودشه.
صراحت کتاب و شجاعتش در بیان اتفاقات زندگیش ستودنیه.",سنگی بر گوری,4,287,1
1396/01/18,کتاب دارای نثر زیبا، صراحت لهجه و  بازتاب زندگی واقعی انسان، وقتی خواندم یاد جمله سارتر افتادم: انسان موجودیست که ناخواسته متولد می شود، سردرگم زندگی می کند و ناگهانی می میرد...,سنگی بر گوری,4,287,0
1395/12/18,واقعا عالی بود .خدایش بیامرزد,سنگی بر گوری,5,287,0
1395/12/17,عالی است,سنگی بر گوری,5,287,0
1395/12/15,طاقچه کاشکی کتاب های بزاری که حق انتشار نداره نصف این کتابهای هم که گذاشتی متن هاشو سانسور کردی,سنگی بر گوری,3,287,0
1395/11/29,کتاب به واقع از پخته‌ترین آثار جلال آل‌احمد هستش،با اینکه حجم کتاب به نسبت دیگر آثارش کمتره اما مفهوم بیشتری در بر داره...صراحت لهجه‌‌اش مثال زدنیه و بسیار جرات میخواد بکار بردن چنین الفاظی راجع خود و همسرش اما اینو مطمئن‌ام که خواننده هیچ برداشت سوءیی از  این قضیه نمیکنه...جلال فقط احساس‌اش رو در اون زمان با ما به اشتراک میذاره! خلاصه با این کتاب تجربه‌ی هزارتا راه نرفته رو داشتم👌👌👌,سنگی بر گوری,5,287,0
1395/10/18,"از انتها ی داستان بگویم که بدجور دلم گرفت و ذهنم رفت سمت آنهایی که می شناخته ام و اکنون در خاک مسکن دارند و نه بر خاک . و از قضا  روزهای کودکی( جمعه ها)  که همراه پدرم می رفتم مزارستان می دیدم پدرم برای همسایه یشان که فرزندی نداشته  و به رحمت خدا رفته فاتحه می خواند  ومی گفت برای آنهایی که اولاد ندارند باید فاتحه بخوانیم.  قبری کوچک بود در گوشه ای که یا  آب باران و یا گرد وخاک در آن جمع می شد آن را تمیز می کردیم و بابا می گفت بنده خدا بچه ای نداشت . تاریخ فوت روی سنگ  سال 49 -50 بود اما پدر همسایه ی خانه ی پدری را فراموش نکرده بود ... 
خواندن آثار جلال هم خواننده را به حظ  می رساند و هم اندیشه کردن را به او می آموزد خسی در میقات و آن ذهنیات مشروحی که استاد به خواننده عرضه می کند ؛مدیر مدرسه و تصویرگری جامعه که مخاطب را تفهیم دیدگاه می کند...و سنگی بر گوری که او تعارفات را کنار می گذارد از  ایما و اشاره اجتناب می کند و صریحا قضیه ای را شرح می دهد که ریز ترین جزییات هم در آن بیان می شود .",سنگی بر گوری,5,287,1
1395/10/17,"نثرکتاب روان والبته همراه با پرخاشگری هست که ال احمد باتک گویی وجملات کوتاه به روایت زندگی شخصی خوددررابطه با بچه دارنشدن و امتحان راههای متعدد وغیره پرداخته است .ولی من این همه صراحت وبی پرده سخن گفتن ایشان رادرک نکردم که آیا واقعا این همه رک گویی نیازبود!!
درکل چون اصولا ازخواندن مسائل خصوصی واتقاقات واحساسات شخصی زندگی دیگران لذت نمیبرم این کتاب رو دوست نداشتم دو ستاره هم به خاطر نثر این کتاب هست",سنگی بر گوری,2,287,1
1395/10/06,نمیدونم  چرا ایشون انقد بی پرده نوشتن ولی خوب بود یکم نفهمیدم ولی قدرت بیان و جمله سازی ادمو بالا میبره حرف های ایشون ای کاش اخر سر بچه دار میشدن,سنگی بر گوری,2,287,0
1395/10/04,خیلی عالی و قوی ، این اولین کتاب از اثار ال احمد بود که خوندم واقعا دوست دارم بقیه اثارش رو هم بخونم,سنگی بر گوری,5,287,0
1395/10/03,زیاد جالب نبود معمولی کاچی بهتر از هیچی  اگه بخونی درباره بچه دار نشدنش و اینکه یکم از کوره در میره و یکم حرفای دلشو لو میده و میفهمی همه اگه از کوره دربرن یه ظاهر بی ادب دارن که البته طبیعی ولی ادم از جلال توقع نداره ولی خوب دیگه اونم ادمه خو بچه میخواد,سنگی بر گوری,2,287,0
1395/09/21,خیلی خوب و تامل برانگیز,سنگی بر گوری,4,287,2
1395/09/15,"سراغ نوشته های آل احمد که میروم، انتظاری جز این ندارم: گزندگی خاصی که مخصوص خود جلال آل احمد است و بس. 
و از هر فرصتی هم برای این گزش استفاده میکند. 
.
.
اینجا همان ابتدای کار و همینطور بعدها از حرف و کنایه های فامیل و اطرافیان سخن به میان می آورد.
پس این کنجکاوی یا به عبارتی سرک کشیدن در زندگی خصوصی یک زوج از قدیم تا حالا بوده و شاید همچنان ادامه خواهد داشت! همیشه عده ای هستند که خواسته یا ناخواسته بپرسند: از بچه مچه چه خبر؟!
 و از این دست حرف ها و پرسش ها.
شاید اگر از صدمات این پرسش بر زندگی دیگران خبر داشتند هرگز اجازه پرسیدن چنین سوالی را به خود نمیدادند. چرا که گاه خود زن و مرد با موضوع نداشتن فرزند (به هر دلیلی) کنار آمده و آن را پذیرفته اند و اگر دخالت های اطرافیان در کار نباشد، زندگی در نبود فرزند هم شیرین خواهد بود.",سنگی بر گوری,4,287,0
1395/09/08,جلال ال احمد یک روشنفکر آگاه در حد دکتر شریعتی است که توانست وظیفه خود را در زمینه مبارزه با استبداد و عوامل ظلم و فساد بخوبی انجام دهد ، نثر جلال ال احمد شتابزده تلگرافی و گزارشی است ، سنگی بر گوری کتابی روان و با جملات کوتاه بدون هیچ پیچیدگی است ویژگی برجسته کتاب امانتداری و راستگویی نویسنده در مورد اتفاقات و احساسات شخصی خود است و در این میان از اوضاع جامعه آن زمان  محرومیت ها و محدودیت ها نیز سخن به میان اورده هر چند کوتاه ، و دیگر ویژگی برجسته کتاب تک گویی راوی با خودش است که تا انتهای کتاب همراه خواننده است .,سنگی بر گوری,5,287,1
1395/09/01,"دوستای گل شما اطلاع دارید رمان های""چراغ ها را من خاموش می کنم"" و ""عادت می کنیم"" از خانم زویا پیرزاد در طاقچه هست یا نه؟!😌",سنگی بر گوری,5,287,0
1395/08/30,کتاب نسبتا خوبیه نثر روان و ساده ای داره و احساسات نویسنده رو با راستگویی به خوبی بیان میکنه,سنگی بر گوری,4,287,0
1395/08/26,خیلی خیلی افتضاح بود,سنگی بر گوری,1,287,0
1395/08/14,کتاب فوق العاده ای بود، به دور از سانسور و بیان شگفت انگیز حقایق نویسنده,سنگی بر گوری,5,287,0
1395/07/25,عااااااالی بوووووود,سنگی بر گوری,5,287,0
1395/07/12,از توصیفاتش خوشم اومد قابل درک بود؛کلا کتابه خوبو  نزدیک به واقعیتی بود,سنگی بر گوری,4,287,0
1395/07/11,واسه چه دوره سنی مناسبه؟؟؟؟,سنگی بر گوری,5,287,0
1395/07/10,برای زمان خودش خیلی خوب بوده🤔🙂🙂,سنگی بر گوری,3,287,0
1395/07/07,"من تاحالا دو سه بار این کتابو خوندم واقعا کتاب خوبیه.
کلا  ال احمد  و سبک نوشتنشو دوس دارم",سنگی بر گوری,5,287,1
1395/07/04,"فکر نمیکردم جلال آل احمد چنین قلم تندی داشته باشه  و انقدر بی پروا همخوابه گی ها و دیگر چیزها رو به تصویر بکشه ... 
واقعا شوکه شدم 
پس اون چیزی که توی کتب درسی میخوندیم از ایشون چرا انقدر متفاوت بودن ؟ 
در هرصورت جمله های کوتاه و سبک نویسندگی خاصش رو دوسداشتم . 
و فحش های آب نکشیده :)",سنگی بر گوری,4,287,0
1395/06/30,"تلخ ولی عجیب به دلم نشست
به همه عزیزانی که مسرانه دنبال بچه دار شدن هستن پیشنهاد میکنم بخونن",سنگی بر گوری,5,287,1
1395/06/27,حقیقت اینه ک شوکه شدم ازین ک  یک نویسنده ب نام؛ با وجود اون همسر فداکار و فوق العاده چقدر راحت از خیانتش صحبت میکنه و چ راحتتر اون ها و مسائل خصوصیش رو ب ثبت میرسونه. شجاعتشون قابل تحسینه البته شاید اینکار در اون زمان رایج و همه گیر بوده دقیقا مثل چند همسری و غیره ک در کتاب هم بهش اشاره کرده بود,سنگی بر گوری,5,287,1
